time,low,high,open,close,volume,TrueRange,ATR
2018-01-05 00:05:00,15053.66,15075.01,15075.01,15053.66,10.750874949999998,21.350000000000364,
2018-01-05 00:10:00,14989.76,15065.0,15053.66,15046.75,18.050228289999996,75.23999999999978,
2018-01-05 00:15:00,14989.55,15046.76,15046.75,15000.0,19.743178779999997,57.210000000000946,
2018-01-05 00:20:00,14980.0,15045.0,15000.0,15033.5,19.05472382,65.0,
2018-01-05 00:25:00,14990.01,15049.94,15020.01,15023.82,13.874380949999995,59.93000000000029,
2018-01-05 00:30:00,15025.5,15050.0,15025.51,15050.0,7.804560579999998,26.18000000000029,
2018-01-05 00:35:00,15009.45,15094.84,15049.99,15042.39,15.412863629999997,85.38999999999942,
2018-01-05 00:40:00,15029.02,15049.69,15042.41,15042.3,11.96788793,20.670000000000073,
2018-01-05 00:45:00,15046.03,15065.64,15046.03,15055.0,7.2652348999999985,23.340000000000146,
2018-01-05 00:50:00,15054.99,15066.17,15055.0,15066.17,8.66308743,11.180000000000291,
2018-01-05 00:55:00,15018.22,15067.0,15066.16,15053.18,11.268259249999998,48.780000000000655,
2018-01-05 01:00:00,15040.05,15062.59,15053.18,15062.0,15.109596709999998,22.540000000000873,
2018-01-05 01:05:00,15061.99,15080.0,15062.0,15065.86,9.184448979999997,18.01000000000022,
2018-01-05 01:10:00,15035.0,15077.25,15075.39,15053.8,12.567280300000002,42.25,41.21928571428595
2018-01-05 01:15:00,15050.0,15080.0,15050.0,15080.0,22.277091539999997,30.0,41.83714285714307
2018-01-05 01:20:00,15067.39,15095.0,15079.99,15070.31,16.515772379999998,27.610000000000582,38.43500000000027
2018-01-05 01:25:00,15051.28,15079.37,15070.31,15051.29,14.464559479999997,28.090000000000146,36.35500000000021
2018-01-05 01:30:00,15050.0,15051.29,15051.28,15050.01,15.146490109999993,1.2900000000008731,31.80428571428599
2018-01-05 01:35:00,15050.0,15070.0,15050.01,15070.0,21.61482412999999,20.0,28.952142857143112
2018-01-05 01:40:00,15069.0,15097.0,15070.0,15097.0,14.623196339999998,28.0,29.08214285714309
2018-01-05 01:45:00,15060.43,15098.0,15097.0,15071.81,11.09458456,37.56999999999971,25.666428571428828
2018-01-05 01:50:00,15065.0,15073.35,15071.8,15071.86,12.215140869999999,8.350000000000364,24.786428571428846
2018-01-05 01:55:00,15071.86,15073.0,15071.86,15073.0,16.34022821,1.139999999999418,23.200714285714508
2018-01-05 02:00:00,15072.99,15073.09,15073.0,15073.09,12.789451790000001,0.1000000000003638,22.409285714285943
2018-01-05 02:05:00,15073.1,15148.0,15073.1,15147.99,22.974918969999994,74.90999999999985,24.275714285714457
2018-01-05 02:10:00,15147.96,15148.0,15148.0,15147.96,20.371018849999988,0.040000000000873115,22.6685714285716
2018-01-05 02:15:00,15147.56,15147.97,15147.96,15147.57,16.310689620000005,0.4099999999998545,21.41142857142872
2018-01-05 02:20:00,15147.56,15170.0,15147.57,15170.0,35.14511915999999,22.44000000000051,19.996428571428755
2018-01-05 02:25:00,15140.0,15171.0,15170.0,15140.0,16.30075211,31.0,20.067857142857324
2018-01-05 02:30:00,15106.48,15140.01,15140.0,15108.01,21.213175570000004,33.530000000000655,20.49071428571447
2018-01-05 02:35:00,15108.0,15124.81,15108.0,15124.81,22.001877680000014,16.80999999999949,19.68500000000014
2018-01-05 02:40:00,15110.0,15124.81,15124.81,15116.71,11.979797349999995,14.80999999999949,20.650714285714326
2018-01-05 02:45:00,15116.71,15150.0,15116.71,15150.0,23.603046280000004,33.29000000000087,21.600000000000104
2018-01-05 02:50:00,15120.0,15150.0,15149.99,15120.02,15.80460576999999,30.0,21.742857142857247
2018-01-05 02:55:00,15120.01,15130.0,15120.01,15120.02,15.100361040000001,9.989999999999782,19.77285714285725
2018-01-05 03:00:00,15075.56,15120.02,15120.01,15075.56,17.339965879999998,44.460000000000946,22.352142857143008
2018-01-05 03:05:00,15051.3,15075.57,15075.56,15051.3,14.002404019999993,24.270000000000437,24.00428571428594
2018-01-05 03:10:00,15005.5,15051.88,15051.88,15005.51,14.974644679999997,46.3799999999992,27.31000000000014
2018-01-05 03:15:00,15005.37,15075.0,15005.51,15055.0,26.994411060000015,69.6299999999992,26.932857142857237
2018-01-05 03:20:00,15031.74,15055.01,15055.01,15031.75,15.578665670000001,23.270000000000437,28.59214285714292
2018-01-05 03:25:00,15012.24,15031.75,15031.75,15012.25,15.14434141,19.51000000000022,29.95642857142866
2018-01-05 03:30:00,14950.0,15012.25,15012.25,14964.92,19.859321850000004,62.25,32.800000000000054
2018-01-05 03:35:00,14964.92,14996.52,14964.92,14996.5,17.171180060000005,31.600000000000364,32.84285714285722
2018-01-05 03:40:00,14993.08,15000.0,14998.0,14993.08,14.88805085,6.920000000000073,30.942142857142894
2018-01-05 03:45:00,14964.92,14993.01,14993.0,14990.0,13.234856499999998,28.159999999999854,31.752857142857206
2018-01-05 03:50:00,14964.5,14990.0,14990.0,14964.51,17.206042899999996,25.5,32.51642857142867
2018-01-05 03:55:00,14952.42,14964.51,14964.51,14959.0,16.088323519999992,12.090000000000146,31.002142857142903
2018-01-05 04:00:00,14959.0,14990.0,14959.0,14990.0,17.29093691999999,31.0,31.073571428571476
2018-01-05 04:05:00,14989.99,15020.52,14989.99,15020.52,11.407529809999998,30.530000000000655,32.540714285714394
2018-01-05 04:10:00,15000.0,15021.0,15020.52,15000.01,19.34804092000001,21.0,30.86500000000004
2018-01-05 04:15:00,15000.0,15010.0,15000.01,15000.01,23.90610393999999,10.0,29.845714285714298
2018-01-05 04:20:00,14978.0,15000.01,15000.01,14978.0,23.07831839999999,22.01000000000022,28.105000000000082
2018-01-05 04:25:00,14826.99,14978.01,14978.01,14842.51,21.089080550000002,151.02000000000044,33.9185714285716
2018-01-05 04:30:00,14824.05,14893.49,14842.51,14824.05,24.58260387,69.44000000000051,37.21642857142875
2018-01-05 04:35:00,14824.05,14910.94,14824.06,14892.44,26.88999314,86.89000000000124,42.02928571428596
2018-01-05 04:40:00,14889.0,14890.0,14889.0,14890.0,20.37222159,3.4400000000005093,37.82857142857171
2018-01-05 04:45:00,14889.99,14924.44,14890.0,14924.44,10.389952220000001,34.45000000000073,38.03214285714317
2018-01-05 04:50:00,14890.0,14928.88,14924.44,14890.01,12.806400760000002,38.8799999999992,40.315000000000246
2018-01-05 04:55:00,14890.0,14938.8,14890.01,14938.79,9.34604296,48.79999999999927,41.789285714285924
2018-01-05 05:00:00,14916.53,14944.0,14938.8,14932.5,12.63340423,27.469999999999345,41.93000000000016
2018-01-05 05:05:00,14900.0,14936.66,14932.51,14900.0,12.533696739999995,36.659999999999854,43.68500000000014
2018-01-05 05:10:00,14850.01,14900.01,14900.0,14874.11,13.025181939999996,50.0,45.042142857143
2018-01-05 05:15:00,14874.12,14907.5,14874.12,14907.5,14.942096530000004,33.38999999999942,45.24642857142862
2018-01-05 05:20:00,14907.49,14910.0,14907.5,14910.0,9.351016930000002,2.5100000000002183,43.925714285714356
2018-01-05 05:25:00,14874.51,14910.0,14910.0,14885.65,18.31233259999999,35.48999999999978,45.74642857142862
2018-01-05 05:30:00,14885.0,14898.44,14885.65,14894.99,16.565819830000002,13.44000000000051,45.13428571428579
2018-01-05 05:35:00,14895.0,14944.0,14895.0,14944.0,11.743735779999998,49.01000000000022,37.8478571428572
2018-01-05 05:40:00,14944.24,14997.0,14944.24,14996.99,18.290782850000006,53.0,36.67357142857145
2018-01-05 05:45:00,14996.99,15068.1,14997.0,15023.16,13.625761350000008,71.11000000000058,35.54642857142854
2018-01-05 05:50:00,15023.16,15057.66,15023.16,15050.0,19.052774890000002,34.5,37.76499999999994
2018-01-05 05:55:00,15014.02,15050.01,15050.0,15038.0,22.084189940000005,35.98999999999978,37.87499999999987
2018-01-05 06:00:00,15000.0,15038.0,15038.0,15000.0,19.75299451999999,38.0,37.81214285714278
2018-01-05 06:05:00,15000.0,15037.98,15000.01,15021.42,11.2388305,37.97999999999956,37.03928571428566
2018-01-05 06:10:00,15021.74,15046.53,15027.66,15021.74,9.702797769999998,25.110000000000582,36.87071428571432
2018-01-05 06:15:00,15012.2,15032.2,15021.75,15015.99,15.726656010000005,20.0,35.68071428571433
2018-01-05 06:20:00,14988.99,15009.99,15009.99,14995.53,5.18752529,27.0,34.03785714285719
2018-01-05 06:25:00,14991.4,15039.0,14997.27,14991.4,11.964724619999998,47.600000000000364,35.052857142857256
2018-01-05 06:30:00,14980.4,15000.0,14991.4,14980.7,12.173718829999999,19.600000000000364,36.27357142857155
2018-01-05 06:35:00,14920.46,14975.47,14975.46,14938.24,11.752315310000002,60.2400000000016,38.041428571428824
